kenteken;voertuigsoort;merk;handelsbenaming;datum_tenaamstelling;inrichting;eerste_kleur;tweede_kleur;aantal_cilinders;massa_ledig_voertuig;massa_rijklaar;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;maximum_last_onder_de_vooras_sen_tezamen_koppeling;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;vervaldatum_apk;vervaldatum_apk_dt;aantal_zitplaatsen;cilinderinhoud;bruto_bpm;toegestane_maximum_massa_voertuig;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;catalogusprijs;type;typegoedkeuringsnummer;variant;uitvoering;aantal_rolstoelplaatsen;zuinigheidsclassificatie;maximum_ondersteunende_snelheid;type_gasinstallatie
00JFZ8;Personenauto;TOYOTA;TOYOTA AYGO;20110129;hatchback;WIT;Niet geregistreerd;3;805;905;20090509;20090509;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2011-01-29T00:00:00.000;2009-05-09T00:00:00.000;2009-05-09T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231014;2023-10-14T00:00:00.000;4;998;;1190;;;10564;AB1;e11*2001/116*0236*06;KGB10(H);KGB10L-AHMGKW(1G);0;A;;
00JGD4;Personenauto;TOYOTA;TOYOTA AYGO;20110625;hatchback;GRIJS;Niet geregistreerd;3;805;905;20090515;20090515;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2011-06-25T00:00:00.000;2009-05-15T00:00:00.000;2009-05-15T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230624;2023-06-24T00:00:00.000;4;998;;1190;;;10165;AB1;e11*2001/116*0236*06;KGB10(H);KGB10L-AHMGKW(1G);0;A;;
00JGD5;Personenauto;TOYOTA;TOYOTA AYGO;20220211;hatchback;BLAUW;Niet geregistreerd;3;805;905;20090515;20090515;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2023;Logisch;00;Ja;2022-02-11T00:00:00.000;2009-05-15T00:00:00.000;2009-05-15T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240209;2024-02-09T00:00:00.000;4;998;;1190;;;10889;AB1;e11*2001/116*0236*06;KGB10(H);KGB10L-AHMGKW(1G);0;A;;
00JGF9;Personenauto;TOYOTA;TOYOTA AYGO;20110629;hatchback;GRIJS;Niet geregistreerd;3;805;905;20090528;20090528;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Ja;Nee;0;2023;Geen oordeel;07;Ja;2011-06-29T00:00:00.000;2009-05-28T00:00:00.000;2009-05-28T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240528;2024-05-28T00:00:00.000;4;998;;1190;;;10889;AB1;e11*2001/116*0236*06;KGB10(H);KGB10L-AHMGKW(1G);0;A;;
00JGG1;Personenauto;TOYOTA;TOYOTA AYGO;20230504;hatchback;BLAUW;Niet geregistreerd;3;805;905;20090514;20090514;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2023;Logisch;00;Ja;2023-05-04T00:00:00.000;2009-05-14T00:00:00.000;2009-05-14T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240502;2024-05-02T00:00:00.000;4;998;;1190;;;11644;AB1;e11*2001/116*0236*06;KGB10(H);KGB10L-AHMGKW(1G);0;A;;
00JGJ1;Personenauto;TOYOTA;TOYOTA VERSO;20130920;stationwagen;GRIJS;Niet geregistreerd;4;1395;1495;20090617;20090617;Geen verstrekking in Open Data;Ja;4;4;0;0;444;0;M1;r. voorzitting;2125;0;0.07;278;Nee;Nee;Nee;3425;2022;Logisch;00;Ja;2013-09-20T00:00:00.000;2009-06-17T00:00:00.000;2009-06-17T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231101;2023-11-01T00:00:00.000;7;1798;5986;2125;450;1300;29710;AR2;e11*2001/116*0350*00;ZGR21(WF);ZGR21L-GWFEPW(3A);0;B;;
00JGJ2;Personenauto;TOYOTA;TOYOTA AYGO;20221125;hatchback;GRIJS;Niet geregistreerd;3;795;895;20090519;20090519;Geen verstrekking in Open Data;Ja;2;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1180;0;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2022-11-25T00:00:00.000;2009-05-19T00:00:00.000;2009-05-19T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230926;2023-09-26T00:00:00.000;4;998;;1180;;;10699;AB1;e11*2001/116*0236*06;KGB10(G);KGB10L-AGMGKW(1G);0;A;;
00JGL5;Personenauto;TOYOTA;TOYOTA AVENSIS;;stationwagen;GRIJS;Niet geregistreerd;4;1385;1485;20090603;20090603;Geen verstrekking in Open Data;Nee;4;4;0;0;0;0;M1;r. bodemplaat by voorzitting;2000;0;0.07;270;Ja;Nee;Nee;3500;2022;Logisch;00;Nee;;2009-06-03T00:00:00.000;2009-06-03T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20220627;2022-06-27T00:00:00.000;5;1798;5372;2000;500;1500;29350;T27;e11*2001/116*0331*01;ZRT271(W);ZRT271L-AWFEPW(1B);0;A;;
00JGP5;Personenauto;TOYOTA;TOYOTA YARIS;20221029;MPV;GRIJS;Niet geregistreerd;4;1025;1125;20090529;20090529;Geen verstrekking in Open Data;Ja;4;4;0;0;379;0;M1;r. op bodemplaat by voorzitting;1480;0;0.07;246;Nee;Nee;Nee;2380;2022;Logisch;00;Ja;2022-10-29T00:00:00.000;2009-05-29T00:00:00.000;2009-05-29T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240103;2024-01-03T00:00:00.000;5;1329;2051;1480;550;900;16150;XP9F(A);e11*2001/116*0249*04;NSP90(H);NSP90L-CHFGKW(5E);0;A;;
00JGS2;Personenauto;TOYOTA;TOYOTA IQ;20211029;coupe;GRIJS;Niet geregistreerd;3;820;920;20090520;20090520;Geen verstrekking in Open Data;Ja;2;4;0;0;299;0;M1;by dwarsbalk;1210;0;0.05;200;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2021-10-29T00:00:00.000;2009-05-20T00:00:00.000;2009-05-20T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231028;2023-10-28T00:00:00.000;4;998;;1210;;;13329;AJ1(A);e6*2001/116*0119*00;KGJ10(G);KGJ10L-BGMRGW(2A);0;A;;
00JGT9;Personenauto;TOYOTA;TOYOTA YARIS;20220420;MPV;GRIJS;Niet geregistreerd;4;1025;1125;20090519;20090519;Geen verstrekking in Open Data;Ja;4;4;0;0;379;0;M1;r. op bodemplaat by voorzitting;1480;0;0.07;246;Nee;Nee;Nee;2380;2023;Logisch;00;Ja;2022-04-20T00:00:00.000;2009-05-19T00:00:00.000;2009-05-19T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240519;2024-05-19T00:00:00.000;5;1329;2554;1480;550;900;18151;XP9F(A);e11*2001/116*0249*04;NSP90(H);NSP90L-CHFGKW(3E);0;A;;
00JGX8;Personenauto;TOYOTA;TOYOTA AYGO;20200910;hatchback;ZWART;Niet geregistreerd;3;805;905;20090529;20090529;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Ja;Nee;0;2022;Logisch;00;Ja;2020-09-10T00:00:00.000;2009-05-29T00:00:00.000;2009-05-29T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230919;2023-09-19T00:00:00.000;4;998;;1190;;;10889;AB1;e11*2001/116*0236*06;KGB10(H);KGB10L-AHMGKW(1G);0;A;;
00JHB9;Personenauto;TOYOTA;TOYOTA YARIS;20090528;MPV;GRIJS;Niet geregistreerd;4;1015;1115;20090528;20090528;Geen verstrekking in Open Data;Ja;4;4;0;0;379;0;M1;r. op bodemplaat by voorzitting;1480;0;0.07;246;Nee;Nee;Nee;2380;2023;Logisch;00;Ja;2009-05-28T00:00:00.000;2009-05-28T00:00:00.000;2009-05-28T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240201;2024-02-01T00:00:00.000;5;1329;1825;1480;550;900;15251;XP9F(A);e11*2001/116*0249*04;NSP90(H);NSP90L-CHFRKW(5E);0;A;;
00JHD1;Personenauto;TOYOTA;TOYOTA YARIS;20090529;MPV;GRIJS;Niet geregistreerd;4;1025;1125;20090529;20090529;Geen verstrekking in Open Data;Ja;4;4;0;0;379;0;M1;r. op bodemplaat by voorzitting;1480;0;0.07;246;Nee;Nee;Nee;2380;2023;Logisch;00;Ja;2009-05-29T00:00:00.000;2009-05-29T00:00:00.000;2009-05-29T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240529;2024-05-29T00:00:00.000;5;1329;2051;1480;550;900;16150;XP9F(A);e11*2001/116*0249*04;NSP90(H);NSP90L-CHFGKW(5E);0;A;;
00JHF7;Personenauto;TOYOTA;TOYOTA AYGO;20150211;hatchback;BLAUW;Niet geregistreerd;3;805;905;20090528;20090528;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Ja;Nee;0;2023;Logisch;00;Ja;2015-02-11T00:00:00.000;2009-05-28T00:00:00.000;2009-05-28T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240224;2024-02-24T00:00:00.000;4;998;;1190;;;10165;AB1;e11*2001/116*0236*06;KGB10(H);KGB10L-AHMGKW(1G);0;A;;
00JHH2;Personenauto;TOYOTA;TOYOTA VERSO;20121005;stationwagen;ZWART;Niet geregistreerd;4;1395;1495;20090612;20090612;Geen verstrekking in Open Data;Ja;4;4;0;0;444;0;M1;r. voorzitting;2125;0;0.07;278;Nee;Nee;Nee;3425;2022;Logisch;00;Ja;2012-10-05T00:00:00.000;2009-06-12T00:00:00.000;2009-06-12T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231212;2023-12-12T00:00:00.000;5;1798;5735;2125;450;1300;28711;AR2;e11*2001/116*0350*00;ZGR21(WC);ZGR21L-GWFEPW(1A);0;B;;
00JHP5;Personenauto;TOYOTA;TOYOTA AYGO;20230310;hatchback;GRIJS;Niet geregistreerd;3;805;905;20090605;20090605;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2023;Logisch;00;Ja;2023-03-10T00:00:00.000;2009-06-05T00:00:00.000;2009-06-05T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240220;2024-02-20T00:00:00.000;4;998;;1190;;;10889;AB1;e11*2001/116*0236*06;KGB10(H);KGB10L-AHMGKW(1G);0;A;;
00JHS8;Personenauto;TOYOTA;TOYOTA AYGO;20220624;hatchback;GRIJS;Niet geregistreerd;3;805;905;20090606;20090606;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2022-06-24T00:00:00.000;2009-06-06T00:00:00.000;2009-06-06T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230610;2023-06-10T00:00:00.000;4;998;;1190;;;10889;AB1;e11*2001/116*0236*06;KGB10(H);KGB10L-AHMGKW(1G);0;A;;
00JHV9;Personenauto;TOYOTA;TOYOTA YARIS;20141110;MPV;BEIGE;Niet geregistreerd;4;1015;1115;20090605;20090605;Geen verstrekking in Open Data;Ja;4;4;0;0;379;0;M1;r. op bodemplaat by voorzitting;1480;0;0.07;246;Nee;Nee;Nee;2230;2023;Logisch;00;Ja;2014-11-10T00:00:00.000;2009-06-05T00:00:00.000;2009-06-05T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240403;2024-04-03T00:00:00.000;5;1329;2294;1480;550;750;17116;XP9F(A);e11*2001/116*0249*04;NSP90(H);NSP90L-CHLGKW(1E);0;A;;
00JHX2;Personenauto;TOYOTA;YARIS;20180412;stationwagen;WIT;Niet geregistreerd;4;1100;1200;20070630;20090528;Geen verstrekking in Open Data;Ja;4;4;;;;;M1;r. voorzitting;1470;;0.04;246;Nee;Nee;Nee;;2023;Geen oordeel;05;Ja;2018-04-12T00:00:00.000;2007-06-30T00:00:00.000;2009-05-28T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240407;2024-04-07T00:00:00.000;5;1500;1542;1470;;;;;;;;;;;
00JJB9;Personenauto;TOYOTA;TOYOTA PRIUS;20210212;hatchback;GRIJS;Niet geregistreerd;4;1275;1375;20090616;20090616;Geen verstrekking in Open Data;Ja;4;4;0;0;445;0;M1;r. tegen schutbord onder motorkap;1725;0;0.00;270;Nee;Nee;Nee;0;2023;Logisch;00;Ja;2021-02-12T00:00:00.000;2009-06-16T00:00:00.000;2009-06-16T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240208;2024-02-08T00:00:00.000;5;1497;;1725;;;29249;HW2;e11*2001/116*0200*05;NHW20(E);NHW20L-AHEEBW(1F);0;A;;
00JJD2;Personenauto;TOYOTA;TOYOTA AVENSIS;;stationwagen;BEIGE;Niet geregistreerd;4;1300;1400;20051115;20090606;Geen verstrekking in Open Data;Nee;4;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;1820;0;0.07;270;Ja;Ja;Nee;3120;2021;Geen oordeel;05;Nee;;2005-11-15T00:00:00.000;2009-06-06T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20220604;2022-06-04T00:00:00.000;5;1794;6303;1820;500;1300;;;e11*2001/116*0196*04;ZZT251(W);ZZT251L-AWPGKW(1E);0;C;;
00JJF9;Personenauto;TOYOTA;TOYOTA AYGO;20170422;hatchback;BLAUW;Niet geregistreerd;3;805;905;20090623;20090623;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2023;Logisch;00;Ja;2017-04-22T00:00:00.000;2009-06-23T00:00:00.000;2009-06-23T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240421;2024-04-21T00:00:00.000;4;998;;1190;;;11644;AB1;e11*2001/116*0236*06;KGB10(H);KGB10L-AHMGKW(1G);0;A;;
00JJH8;Personenauto;TOYOTA;TOYOTA AYGO;20230121;hatchback;ZWART;Niet geregistreerd;3;795;895;20090616;20090616;Geen verstrekking in Open Data;Ja;2;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1180;0;0.06;234;Nee;Nee;Nee;0;2023;Logisch;00;Ja;2023-01-21T00:00:00.000;2009-06-16T00:00:00.000;2009-06-16T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240116;2024-01-16T00:00:00.000;4;998;;1180;;;11434;AB1;e11*2001/116*0236*06;KGB10(G);KGB10L-AGMGKW(1G);0;A;;
00JJH9;Personenauto;TOYOTA;TOYOTA PRIUS;20220912;hatchback;WIT;Niet geregistreerd;4;1345;1445;20090608;20090608;Geen verstrekking in Open Data;Ja;4;4;0;0;446;0;M1;by bodemplaat r. voorzitting;1805;0;0.00;270;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2022-09-12T00:00:00.000;2009-06-08T00:00:00.000;2009-06-08T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231011;2023-10-11T00:00:00.000;5;1798;;1805;;;31980;XW3(A);e11*2001/116*0264*00;ZVW30(H);ZVW30L-AHXEBW(1A);0;A;0.00;
00JJK7;Personenauto;TOYOTA;TOYOTA PRIUS;20190706;hatchback;WIT;Niet geregistreerd;4;1345;1445;20090609;20090609;Geen verstrekking in Open Data;Ja;4;4;0;0;446;0;M1;by bodemplaat r. voorzitting;1805;0;0.00;270;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2019-07-06T00:00:00.000;2009-06-09T00:00:00.000;2009-06-09T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230705;2023-07-05T00:00:00.000;5;1798;;1805;;;31980;XW3(A);e11*2001/116*0264*00;ZVW30(H);ZVW30L-AHXEBW(1A);0;A;0.00;
00JJN7;Personenauto;TOYOTA;TOYOTA VERSO;;stationwagen;GRIJS;Niet geregistreerd;4;1395;1495;20090618;20090618;Geen verstrekking in Open Data;Nee;4;4;0;0;444;0;M1;r. voorzitting;2125;0;0.07;278;Ja;Nee;Nee;3425;2023;Logisch;00;Nee;;2009-06-18T00:00:00.000;2009-06-18T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230228;2023-02-28T00:00:00.000;7;1798;5986;2125;450;1300;29710;AR2;e11*2001/116*0350*00;ZGR21(WF);ZGR21L-GWFEPW(3A);0;B;;
00JJS1;Personenauto;TOYOTA;TOYOTA AYGO;20210104;hatchback;ZWART;Niet geregistreerd;3;805;905;20090612;20090612;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2023;Logisch;00;Ja;2021-01-04T00:00:00.000;2009-06-12T00:00:00.000;2009-06-12T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240218;2024-02-18T00:00:00.000;4;998;;1190;;;10889;AB1;e11*2001/116*0236*06;KGB10(H);KGB10L-AHMGKW(1G);0;A;;
00JJV2;Personenauto;TOYOTA;TOYOTA AVENSIS;20160123;MPV;ZWART;Niet geregistreerd;4;1385;1485;20090702;20090702;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. bodemplaat by voorzitting;2000;0;0.07;270;Nee;Nee;Nee;3500;2023;Logisch;00;Ja;2016-01-23T00:00:00.000;2009-07-02T00:00:00.000;2009-07-02T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240517;2024-05-17T00:00:00.000;5;1798;5372;2000;500;1500;29350;T27;e11*2001/116*0331*02;ZRT271(W);ZRT271L-AWFEPW(1C);0;A;;
00JJV3;Personenauto;TOYOTA;TOYOTA RAV4;20090803;MPV;GRIJS;Niet geregistreerd;4;1480;1580;20090803;20090803;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;op bodemplaat onder r. voorzitting;2110;0;0.07;256;Nee;Nee;Nee;3610;2022;Logisch;00;Ja;2009-08-03T00:00:00.000;2009-08-03T00:00:00.000;2009-08-03T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230908;2023-09-08T00:00:00.000;5;1998;9051;2110;750;1500;34826;XA3(A);e6*2001/116*0105*03;ACA30(W);ACA30L-AWPGKW(2D);0;E;;
00JJZ1;Personenauto;TOYOTA;TOYOTA AYGO;20101020;hatchback;BLAUW;Niet geregistreerd;3;795;895;20090619;20090619;Geen verstrekking in Open Data;Ja;2;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1180;0;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2010-10-20T00:00:00.000;2009-06-19T00:00:00.000;2009-06-19T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230619;2023-06-19T00:00:00.000;4;998;;1180;;;11454;AB1;e11*2001/116*0236*06;KGB10(G);KGB10L-AGMGKW(1G);0;A;;
00JJZ2;Personenauto;TOYOTA;TOYOTA URBAN CRUISER;20210720;MPV;GRIJS;Niet geregistreerd;4;1105;1205;20090702;20090702;Geen verstrekking in Open Data;Ja;4;4;0;0;393;0;M1;r. voorzitting;1590;0;0.06;246;Nee;Nee;Nee;2390;2022;Logisch;00;Ja;2021-07-20T00:00:00.000;2009-07-02T00:00:00.000;2009-07-02T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230716;2023-07-16T00:00:00.000;5;1329;4019;1590;550;800;21890;XP11(A);e11*2001/116*0263*00;NSP110(H);NSP110L-AHFNKW(2A);0;B;;
